"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","x1_p","x2_p","x3_p","x4_p","x5_p","x6_p","x7_p","x8_p","x9_p","x10_p","x11_p","pred.asli","pred.disk","pred.asli1","pred.disk1"
"35673",35673,53,33282,41,0.676502127,0.984955703,8920,0.658437761,0,844,9.3,3.3,0,2,2,3,1,4,4,1,1,1,5,4,1,1,0,0
"37979",37979,0,0,0,0,0,0,0,266,38889,0.7,0.7,0,1,1,1,1,1,1,1,3,4,2,2,1,1,0,0
"36390",36390,2,8228,6,0.758019337,0.308846119,2764,0.598989899,870,57504,2,1.7,0,1,1,2,1,2,3,1,3,5,2,2,1,1,0,0
"26359",26359,55,18856,41,0.732369759,0.996941896,6439,1,0,0,7.7,3.3,0,2,2,3,1,5,3,3,1,1,4,4,1,1,0,0
"43923",43923,1,2718,1,0.5,0.875,3150,0.745730994,3011,23000,2.3,2.7,0,1,1,2,1,2,3,1,5,3,2,4,1,1,0,0
"17060",17060,125,14768,28,0.727385144,0.983169852,14578,0.995575221,0,0,16,8.3,0,2,2,3,1,4,4,3,1,1,5,5,1,1,0,0
"1364",1364,37,33590,38,0.785772457,0.933799796,20561,0.692744835,530,23727,12.7,7.3,0,2,2,3,2,3,4,1,3,3,5,5,1,1,0,0
"28839",28839,314,46584,176,0.806727219,0.996862687,16189,0.912295691,0,0,10,2.7,0,2,2,3,2,5,4,1,1,1,5,4,1,1,0,0
"24715",24715,15,3400,5,0.792857143,1,6809,0.998884359,359,23984,7.7,3,0,2,1,2,2,5,3,3,3,3,4,4,1,1,0,0
"44267",44267,159,27322,47,0.72331859,0.976604247,32192,0.860939056,169,14695,14,8,0,2,2,3,1,4,4,1,3,2,5,5,1,1,0,0
"4787",4787,83,9795,21,0.732366239,0.986424781,12889,0.985241663,41,3856,9,5.3,0,2,2,3,1,4,4,2,2,2,5,5,1,1,0,0
"14716",14716,8,12406,5,0.890011223,0.769023569,1958,0.593450292,15,3315,2.3,1.3,0,2,2,2,3,2,2,1,2,1,2,2,1,1,0,0
"31063",31063,141,115442,102,0.714757806,0.995943414,6631,0.984484449,0,646,15,10,1,2,5,3,1,5,3,2,1,1,5,5,1,1,0,0
"10758",10758,54,6284,19,0.755035577,1,3375,1,211,15653,4.3,3,0,2,1,3,1,5,3,3,3,2,3,4,1,1,0,0
"1049",1049,234,72173,291,0.795429666,0.934267285,16161,0.737007492,0,0,7,5.7,0,2,4,3,2,3,4,1,1,1,4,5,1,1,0,0
"45083",45083,113,38151,58,0.72881678,0.748329112,5186,0.454841589,3990,41719,9.7,2.3,1,2,2,3,1,2,3,1,6,5,5,3,1,1,0,0
"21644",21644,229,83874,67,0.754323937,0.933510166,28408,0.977601881,0,0,7,2.7,1,2,4,3,1,3,4,2,1,1,4,4,1,1,0,0
"3209",3209,9,2222,6,0.737619048,1,0,1,2214,35535,1.3,0.7,0,2,1,2,1,5,1,3,5,4,2,2,1,1,0,0
"13901",13901,259,41768,44,0.73931127,0.970617174,7969,0.727491915,477,30071,15.3,11.3,0,2,2,3,1,4,4,1,3,4,5,5,1,1,0,0
"4937",4937,8,9388,3,0.741798942,1,46,1,0,11542,6.7,2.7,0,2,2,2,1,5,1,3,1,2,4,4,1,1,0,0
"21453",21453,41,39195,36,0.830488741,0.992156863,1906,0.473180962,1628,18956,6.7,4,0,2,2,3,3,4,2,1,4,3,4,5,1,1,0,0
"15329",15329,55,27171,38,0.789253515,0.986496471,7278,0.919705215,0,20,12.3,5.7,0,2,2,3,2,4,3,1,1,1,5,5,1,1,0,0
"36692",36692,28,5771,7,0.714150943,0.987421384,7972,0.856654457,0,0,3.7,2,0,2,1,2,1,4,4,1,1,1,3,3,1,1,0,0
"20233",20233,28,31483,47,0.699000588,0.859861846,3986,0.789202861,0,1000,12.7,9,0,2,2,3,1,2,3,1,1,1,5,5,1,1,0,0
"6480",6480,52,56365,15,0.801765957,0.973434973,4017,0.958735838,442,33813,1,1,0,2,2,3,2,4,3,2,3,4,2,2,1,1,0,0
"4151",4151,12,11287,11,0.705306408,0.844715447,7272,0.934985755,0,0,2,1,1,2,2,3,1,2,3,1,1,1,2,2,1,1,0,0
"48600",48600,71,20789,35,0.61825988,0.969776324,3567,1,0,0,7.7,5.3,0,2,2,3,1,4,3,3,1,1,4,5,1,1,0,0
"6822",6822,80,35800,34,0.811028231,1,1687,1,0,0,12,5.3,0,2,2,3,2,5,2,3,1,1,5,5,1,1,0,0
"47303",47303,75,20296,25,0.739232085,1,3594,1,0,0,4,2.3,0,2,2,3,1,5,3,3,1,1,3,3,1,1,0,0
"25363",25363,302,28026,60,0.815409625,1,4450,0.994252874,0,0,6.3,2.7,0,2,2,3,2,5,3,2,1,1,4,4,1,1,0,0
"46416",46416,15,13865,8,0.783769063,0.778976035,2900,0.605266679,1020,11827,3,2.3,0,2,2,3,2,2,3,1,4,2,2,3,1,1,0,0
"45582",45582,9,8186,14,0.694272533,1,14075,0.988963564,49,23694,7.7,2,0,2,1,3,1,5,4,2,2,3,4,3,1,1,0,0
"17889",17889,9,5994,12,0.784393858,0.891146589,1508,0.639153439,5563,41691,2.3,1.7,0,2,1,3,2,3,2,1,6,5,2,2,2,2,1,1
"7521",7521,77,17753,45,0.744676501,0.994611039,34092,0.996160513,5,4143,17.3,8,0,2,2,3,1,5,4,3,2,2,5,5,1,1,0,0
"36031",36031,75,19489,60,0.888792804,0.995797898,2208,0.986111111,0,0,6,4.3,0,2,2,3,3,5,3,2,1,1,4,5,1,1,0,0
"1238",1238,197,34283,114,0.705896903,1,1372,1,0,0,11.3,7.3,0,2,2,3,1,5,2,3,1,1,5,5,1,1,0,0
"20176",20176,478,40966,144,0.772041559,0.994870589,9833,0.929306564,33,6169,15.7,10.3,0,2,2,3,1,5,4,1,2,2,5,5,1,1,0,0
"30375",30375,9,19393,9,0.751068376,0.730413105,9034,0.376660281,0,0,4.7,3,0,2,2,3,1,2,4,1,1,1,3,4,1,1,0,0
"47898",47898,581,78642,275,0.710310494,0.996292039,11383,0.899186656,0,47,5.7,2.3,1,2,4,3,1,5,4,1,1,1,4,3,1,1,0,0
"37636",37636,346,9424,29,0.684423142,0.987179487,1153,0.439798851,371,25528,7.3,2,0,2,2,3,1,4,2,1,3,3,4,3,1,1,0,0
"28137",28137,1,886,1,0.833333333,0.5,1234,0.438832772,766,25001,3.7,2.7,0,1,1,2,3,2,2,1,3,3,3,4,1,1,0,0
"841",841,28,3966,23,0.807936945,0.98787478,0,0,588,19191,3,1.7,0,2,1,3,2,4,1,1,3,3,2,2,1,1,0,0
"36018",36018,9,14419,13,0.526546073,0.217996289,2025,0.219753086,1245,50000,1,0.7,0,2,2,3,1,2,2,1,4,5,2,2,1,2,0,1
"15741",15741,15,9818,7,0.973333333,0.904444444,1081,1,0,302,2,2,0,2,2,2,3,3,2,3,1,1,2,3,1,1,0,0
"8290",8290,6,7942,8,0.81641604,0.437343358,522,0.35,1810,21667,0.7,0.3,0,2,1,3,2,2,2,1,5,3,2,2,1,1,0,0
"25969",25969,15,14238,27,0.716392915,0.941127214,1311,0.942570101,5033,48898,4.3,1.7,1,2,2,3,1,3,2,1,6,5,3,2,2,2,1,1
"42058",42058,18,41468,26,0.631309238,1,0,0,0,0,2,1.7,0,2,2,3,1,5,1,1,1,1,2,2,1,1,0,0
"42886",42886,191,40380,34,0.743928678,0.946930878,16025,0.872668542,0,320,10.7,3.3,0,2,2,3,1,3,4,1,1,1,5,4,1,1,0,0
"7768",7768,13,11612,12,0.736761229,0.978723404,16697,0.903059335,18,13697,14.3,4.3,0,2,2,3,1,4,4,1,2,2,5,5,1,1,0,0
"14094",14094,193,20491,15,0.799430199,1,2942,0.971100917,326,13680,7.3,3,0,2,2,3,2,5,3,2,3,2,4,4,1,1,0,0
"2623",2623,43,38264,39,0.735936713,0.955809225,2011,0.78841042,1379,25881,8,5,0,2,2,3,1,3,2,1,4,3,5,5,1,1,0,0
"45429",45429,33,17519,25,0.752532527,1,1606,1,0,1240,5.7,2.7,0,2,2,3,1,5,2,3,1,1,4,4,1,1,0,0
"46747",46747,23,26980,49,0.714661363,0.993377483,23942,0.98086833,0,0,8,2.7,0,2,2,3,1,5,4,2,1,1,5,4,1,1,0,0
"16762",16762,3,4783,3,0.814102564,0.762820513,554,1,235,26096,1,1,1,1,1,2,2,2,2,3,3,3,2,2,1,1,0,0
"9806",9806,7,18575,15,0.654160382,0.954311212,12181,0.669190905,0,0,8.3,1.7,0,2,2,3,1,3,4,1,1,1,5,2,1,1,0,0
"42740",42740,371,45930,162,0.760524879,0.99610138,2731,0.695404752,0,0,9.7,4.3,0,2,2,3,1,5,3,1,1,1,5,5,1,1,0,0
"29046",29046,126,33911,39,0.771715024,1,12133,1,0,0,9.7,2.7,0,2,2,3,1,5,4,3,1,1,5,4,1,1,0,0
"42749",42749,32,23432,29,0.742873287,0.960458839,6436,0.971633063,0,15,10.7,5.3,0,2,2,3,1,3,3,2,1,1,5,5,1,1,0,0
"28772",28772,153,22222,38,0.779116524,0.991015417,9883,0.803202315,0,0,12,3,1,2,2,3,2,4,4,1,1,1,5,4,1,1,0,0
"21333",21333,2,3333,1,1,0.333333333,0,0,2426,42692,2,2,0,1,1,2,3,2,1,1,5,5,2,3,1,1,0,0
"42871",42871,11,8696,7,0.538351255,0.989247312,8056,1,37,8881,10.7,7.7,0,2,1,2,1,4,4,3,2,2,5,5,1,1,0,0
"3365",3365,1464,69424,62,0.766150514,0.98777546,1708,0.877441077,1,10596,22.7,13,0,2,4,3,1,4,2,1,1,2,5,5,1,1,0,0
"20448",20448,10,8004,3,0.925925926,0.907407407,1194,0.985507246,1186,57827,2.3,2,0,2,1,2,3,3,2,2,4,5,2,3,1,1,0,0
"42053",42053,17,26636,31,0.738429688,0.914842394,2219,0.604057018,0,0,6.3,4.7,0,2,2,3,1,3,3,1,1,1,4,5,1,1,0,0
"13907",13907,103,30918,48,0.684799662,0.989961736,3225,0.675287356,0,2667,7.3,5,0,2,2,3,1,4,3,1,1,1,4,5,1,1,0,0
"5204",5204,44,40471,38,0.791010572,0.809101777,1581,0.81133157,3410,77931,2.7,1.3,1,2,2,3,2,2,2,1,6,6,2,2,2,2,1,1
"30130",30130,67,27969,35,0.850184057,0.931905998,2469,0.901515152,1,4571,9.7,4.3,0,2,2,3,3,3,3,1,1,2,5,5,1,1,0,0
"34314",34314,70,27963,50,0.740759435,0.989811096,3850,0.708176304,67,770,6.3,3,0,2,2,3,1,4,3,1,2,1,4,4,1,1,0,0
"34225",34225,7,5547,6,0.791666667,0.696428571,356,0.875,1117,19935,2,2,1,2,1,2,2,2,2,1,4,3,2,3,1,1,0,0
"14147",14147,763,33883,45,0.712442396,1,7569,0.995753716,0,0,15.3,8,0,2,2,3,1,5,3,3,1,1,5,5,1,1,0,0
"44240",44240,35,28450,13,0.687044187,0.972972973,6594,0.969758454,0,1800,5,3.3,0,2,2,3,1,4,3,2,1,1,3,4,1,1,0,0
"297",297,87,29607,116,0.729414916,0.950761528,17522,0.792813315,0,0,12.7,7.3,0,2,2,3,1,3,4,1,1,1,5,5,1,1,0,0
"32555",32555,86,20048,25,0.848663742,0.991144795,10500,0.802050392,127,17375,12,5.3,0,2,2,3,3,4,4,1,3,3,5,5,1,1,0,0
"13888",13888,354,8973,127,0.714798106,1,8406,0.994791667,1923,33811,3,1.3,1,2,1,3,1,5,4,2,5,4,2,2,2,1,1,0
"35483",35483,158,40659,37,0.767112053,0.996527778,131,0.75,0,0,11,4.3,0,2,2,3,1,5,2,1,1,1,5,5,1,1,0,0
"44848",44848,233,32424,95,0.780151593,0.999039385,1403,0.481481482,0,1,5.7,4.7,0,2,2,3,2,5,2,1,1,1,4,5,1,1,0,0
"20654",20654,57,18381,22,0.845366403,0.990611193,1803,0.584170254,0,0,5.7,4,0,2,2,3,3,4,2,1,1,1,4,5,1,1,0,0
"35567",35567,0,312,1,0.833333333,0.833333333,332,0.902777778,671,31444,2.3,2.3,0,1,1,2,3,2,2,1,3,4,2,3,1,1,0,0
"3168",3168,23,23602,31,0.785285285,0.966216216,7511,0.885905571,0,20,4.7,1.7,0,2,2,3,2,3,3,1,1,1,3,2,1,1,0,0
"49804",49804,204,45809,95,0.794514113,0.99863388,1981,0.69822384,211,5825,4,2.7,0,2,2,3,2,5,2,1,3,2,3,4,1,1,0,0
"27832",27832,43,3168,6,0.476111111,1,6166,0.999470058,105,17706,10.3,6.3,0,2,1,2,1,5,3,3,2,3,5,5,1,1,0,0
"7874",7874,7,5033,3,0.250902555,0.3540185,0,0,473,31667,1,1,1,2,1,2,1,2,1,1,3,4,2,2,1,1,0,0
"7527",7527,374,66743,66,0.767064772,0.98363692,944,0.981481482,0,0,12.3,4.3,0,2,4,3,1,4,2,2,1,1,5,5,1,1,0,0
"41277",41277,9,15807,11,0.738363818,0.754615172,3706,0.634995791,0,1251,7.3,2.3,0,2,2,3,1,2,3,1,1,1,4,3,1,1,0,0
"10746",10746,130,18280,16,0.787076362,1,10642,0.793309573,3971,46060,12.7,5,0,2,2,3,2,5,4,1,6,5,5,5,1,1,0,0
"23642",23642,345,64406,46,0.761645476,0.965975677,11750,0.901682776,1525,25873,5.7,4.7,0,2,4,3,1,3,4,1,4,3,4,5,1,1,0,0
"43178",43178,4,7597,10,0.843589744,0.766096866,1047,0.264285714,2338,51767,3.3,2.3,1,1,1,3,3,2,2,1,5,5,2,3,1,1,0,0
"37653",37653,54,28972,24,0.725872858,1,5272,1,32,1443,7.7,3,0,2,2,3,1,5,3,3,2,1,4,4,1,1,0,0
"36111",36111,309,24172,163,0.772842457,0.999143102,1314,1,0,0,2.3,1.3,0,2,2,3,1,5,2,3,1,1,2,2,1,1,0,0
"49629",49629,60,108282,86,0.779698778,0.69676644,26058,0.683313465,0,540,9,2,0,2,5,3,2,2,4,1,1,1,5,3,1,1,0,0
"24929",24929,209,48921,92,0.818707489,0.992597554,16783,0.983838013,0,0,3.3,2.3,0,2,2,3,2,5,4,2,1,1,2,3,1,1,0,0
"49799",49799,44,54649,70,0.769303499,0.836444138,11584,0.883852989,0,0,10.7,4.7,1,2,2,3,1,2,4,1,1,1,5,5,1,1,0,0
"14580",14580,6,10327,13,0.695108789,0.916914168,956,0.365359477,12068,182873,6,2,1,2,2,3,1,3,2,1,6,6,4,3,1,2,0,1
"33313",33313,11,7131,13,0.729044834,0.833505332,10726,0.832345288,3,1719,6.3,4.7,0,2,1,3,1,2,4,1,2,1,4,5,1,1,0,0
"14231",14231,36,43170,19,0.886841168,0.508235399,1358,1,0,0,2,1.3,1,2,2,3,3,2,2,3,1,1,2,2,1,1,0,0
"2988",2988,1,1130,1,0.388888889,0.888888889,3386,0.195282119,25,49155,2,1.7,0,1,1,2,1,3,3,1,2,5,2,2,1,1,0,0
"49515",49515,7,24327,15,0.767032891,0.971531233,229,1,0,0,5,3,0,2,2,3,1,4,2,3,1,1,3,4,1,1,0,0
"47814",47814,418,34865,40,0.804436304,0.96620101,5214,0.924993638,0,0,14,7.3,0,2,2,3,2,3,3,1,1,1,5,5,1,1,0,0
"13643",13643,109,19692,40,0.867335851,0.977499503,392,1,113,2247,5.3,4.3,0,2,2,3,3,4,2,3,2,1,3,5,1,1,0,0
"36689",36689,52,29469,43,0.756692448,0.989399059,4166,0.907029108,22,5350,12,5.7,1,2,2,3,1,4,3,1,2,2,5,5,1,1,0,0
"16062",16062,53,24992,41,0.844280482,0.997792495,4725,0.710644258,11,5129,2.3,1.7,0,2,2,3,3,5,3,1,2,2,2,2,1,1,0,0
"32304",32304,36,22474,19,0.628552785,0.910435052,7002,0.707284868,0,0,6.7,3.7,1,2,2,3,1,3,3,1,1,1,4,5,1,1,0,0
"22615",22615,212,45247,102,0.758972138,1,8994,0.811118145,751,37588,11.3,9.7,0,2,2,3,1,5,4,1,3,4,5,5,1,1,0,0
"21915",21915,31,4093,3,0.75,0.916666667,883,0.948717949,6627,61939,3,3,0,2,1,2,1,3,2,2,6,5,2,4,1,1,0,0
"30267",30267,21,12911,6,0.704814815,0.332222222,18025,0.63150316,249,7939,7.3,4.7,0,2,2,2,1,2,4,1,3,2,4,5,1,1,0,0
"31185",31185,160,33986,51,0.674441125,0.994864533,23211,0.996657214,7958,69222,15.3,7,0,2,2,3,1,5,4,3,6,6,5,5,1,1,0,0
"2532",2532,6,10036,4,0.763888889,0.923611111,3006,0.784722667,2750,46561,3,1.7,1,2,2,2,1,3,3,1,5,5,2,2,1,1,0,0
"1590",1590,90,14439,23,0.695877931,0.990740741,14758,0.996046471,0,0,6.3,4.7,0,2,2,3,1,4,4,3,1,1,4,5,1,1,0,0
"44072",44072,22,16491,10,0.757456922,1,14189,0.978888856,0,0,6,1.3,0,2,2,3,1,5,4,2,1,1,4,2,1,1,0,0
"1747",1747,39,22757,23,0.655295647,0.970110461,789,1,463,2257,6.7,3.3,0,2,2,3,1,4,2,3,3,1,4,4,1,1,0,0
"24064",24064,18,25934,14,0.783504628,0.105774728,944,0.272435897,2391,49167,5.7,2,1,2,2,3,2,2,2,1,5,5,4,3,1,1,0,0
"48651",48651,1,3272,2,0.592592593,0.847222222,703,0.638888889,1934,47096,2.7,3.3,0,1,1,2,1,2,2,1,5,5,2,4,1,1,0,0
"1380",1380,0,0,0,0,0,25092,1,0,0,11,2,0,1,1,1,1,1,4,3,1,1,5,3,1,1,0,0
"20974",20974,5,14043,12,0.716549204,0.965613583,14733,0.939425315,0,20,5,3.3,0,2,2,3,1,3,4,1,1,1,3,4,1,1,0,0
"37499",37499,0,78,0,1,1,0,0,1458,32969,1,1,0,1,1,1,3,5,1,1,4,4,2,2,1,1,0,0
"19321",19321,95,18684,42,0.561080319,1,4864,1,0,0,8,4.3,0,2,2,3,1,5,3,3,1,1,5,5,1,1,0,0
"34883",34883,12,17870,16,0.729359788,0.991452992,4419,0.955349413,0,33333,2,1.3,0,2,2,3,1,4,3,2,1,4,2,2,1,1,0,0
"19271",19271,46,9297,7,0.690336954,0.98245614,11861,0.51854226,1575,34972,7.7,3.7,0,2,1,2,1,4,4,1,4,4,4,5,1,1,0,0
"32817",32817,22,42214,34,0.704640362,0.917253054,186,0.555555556,0,0,6.3,4.3,0,2,2,3,1,3,2,1,1,1,4,5,1,1,0,0
"22101",22101,17,6831,4,0.708994709,0.854497355,2939,0.409697145,4148,28731,2,1.7,0,2,1,2,1,2,3,1,6,4,2,2,1,1,0,0
"34581",34581,24,29231,16,0.769828722,0.73168643,15444,0.526086348,0,2931,6,4,0,2,2,3,1,2,4,1,1,1,4,5,1,1,0,0
"7887",7887,21,3386,13,0.804292929,0.91540404,5681,0.903394106,229,9332,3,2.7,0,2,1,3,2,3,3,1,3,2,2,4,1,1,0,0
"31958",31958,1026,101181,346,0.773153376,0.99891903,3075,0.408428303,0,0,16.7,8.7,0,2,5,3,1,5,3,1,1,1,5,5,1,1,0,0
"25223",25223,2,4061,2,0.75,0.488095238,2842,0.949152542,3107,71348,7,2,1,1,1,2,1,2,3,2,6,6,4,3,1,1,0,0
"14936",14936,2,938,0,1,1,508,1,1178,39091,1,1,0,1,1,1,3,5,2,3,4,5,2,2,1,1,0,0
"29116",29116,165,37577,27,0.610243956,0.980874742,10578,0.99513382,0,234,6.3,4.7,0,2,2,3,1,4,4,3,1,1,4,5,1,1,0,0
"1552",1552,30,28798,9,0.864316239,0.739049145,339,0.361111111,0,40,4,1.7,0,2,2,3,3,2,2,1,1,1,3,2,1,1,0,0
"32687",32687,11,18353,16,0.817215635,0.803724199,3206,0.782997558,0,20,5.7,4,0,2,2,3,2,2,3,1,1,1,4,5,1,1,0,0
"10466",10466,75,8673,13,0.735579995,0.361736118,10958,0.544699712,0,0,3,2.3,0,2,1,3,1,2,4,1,1,1,2,3,1,1,0,0
"17026",17026,12,9263,7,0.754901961,0.855555556,958,0.622222222,1059,13436,1,1,1,2,1,2,1,2,2,1,4,2,2,2,1,1,0,0
"35452",35452,41,8633,13,0.817966903,0.952503761,1081,1,3552,27038,3.7,2,0,2,1,3,2,3,2,3,6,3,3,3,1,1,0,0
"18159",18159,136,58879,56,0.685471857,1,10794,1,1,4670,10.7,4.7,0,2,4,3,1,5,4,3,1,2,5,5,1,1,0,0
"5612",5612,513,66621,26,0.719588037,0.064052288,2442,0.648270141,0,2500,19.3,6.3,0,2,4,3,1,2,3,1,1,1,5,5,1,1,0,0
"5943",5943,208,59179,153,0.771438319,0.997596831,1928,0.979166667,0,0,17,6,0,2,4,3,1,5,2,2,1,1,5,5,1,1,0,0
"14142",14142,77,29586,44,0.748263889,1,536,1,0,0,9.3,4.3,0,2,2,3,1,5,2,3,1,1,5,5,1,1,0,0
"11744",11744,269,106530,145,0.766345487,0.957426906,34878,0.889883208,0,0,7,3,0,2,5,3,1,3,4,1,1,1,4,4,1,1,0,0
"20684",20684,69,2876,14,0.709839422,0.763109633,136,0.775555556,10367,95148,2.3,1,1,2,1,3,1,2,2,1,6,6,2,2,2,2,1,1
"7620",7620,0,0,0,0,0,0,0,2132,132452,14.3,7.3,0,1,1,1,1,1,1,1,5,6,5,5,1,1,0,0
"14892",14892,166,16748,35,0.639110562,0.98406298,6892,0.965920051,477,22818,11.3,5,1,2,2,3,1,4,3,2,3,3,5,5,1,1,0,0
"27283",27283,151,18371,19,0.752145224,0.945964473,13353,0.917852684,1121,27017,5.3,2.7,1,2,2,3,1,3,4,1,4,3,3,4,1,1,0,0
"24653",24653,4,9643,5,0.737762238,0.487762238,10975,0.215641132,0,0,5.7,2.7,0,1,2,2,1,2,4,1,1,1,4,4,1,1,0,0
"27207",27207,471,106362,139,0.715550573,0.999129678,26881,0.987633502,0,0,30.3,4,0,2,5,3,1,5,4,2,1,1,5,5,1,1,0,0
"37230",37230,109,13942,15,0.663140624,1,9783,0.874994164,4198,81960,6.3,3.3,1,2,2,3,1,5,4,1,6,6,4,4,1,1,0,0
"46522",46522,67,8437,13,0.712839506,0.983209877,3114,0.644224741,14,3603,4,2.7,0,2,1,3,1,4,3,1,2,2,3,4,1,1,0,0
"22592",22592,22,20647,25,0.884777702,0.32362825,17038,0.353546401,0,0,8.7,4.3,0,2,2,3,3,2,4,1,1,1,5,5,1,1,0,0
"44716",44716,28,18844,4,0.694949495,0.42979798,400,0.571428571,95,6613,2,1.3,0,2,2,2,1,2,2,1,2,2,2,2,1,1,0,0
"301",301,156,33554,94,0.737750095,0.981615827,1783,0.60692951,0,0,5,1.7,0,2,2,3,1,4,2,1,1,1,3,2,1,1,0,0
"41048",41048,158,59824,44,0.675274389,1,8575,0.909480222,0,0,18.7,2.7,0,2,4,3,1,5,4,1,1,1,5,4,1,1,0,0
"17567",17567,357,76171,351,0.702499726,0.996642352,6317,0.989031832,0,1698,16.3,12.3,0,2,4,3,1,5,3,2,1,1,5,5,1,1,0,0
"5191",5191,38,3245,4,0.903030303,1,7306,0.999498558,105,16349,12,5,0,2,1,2,3,5,3,3,2,2,5,5,1,1,0,0
"7430",7430,17,12236,9,0.811904762,0.769047619,2667,0.787037037,2029,33386,2,1.3,0,2,2,3,2,2,3,1,5,4,2,2,1,2,0,1
"40260",40260,27,676,5,0.781609195,1,258,1,2058,41621,5.7,3,0,2,1,2,2,5,2,3,5,5,4,4,1,1,0,0
"7563",7563,134,27057,66,0.586047514,0.99499899,5122,0.524814145,0,0,8.7,4,0,2,2,3,1,5,3,1,1,1,5,5,1,1,0,0
"47833",47833,29,23981,48,0.726660686,0.853646953,666,0.980392157,0,0,4,2.3,0,2,2,3,1,2,2,2,1,1,3,3,1,1,0,0
"43982",43982,71,21563,37,0.712219416,1,189,1,0,0,6.7,3.7,0,2,2,3,1,5,2,3,1,1,4,5,1,1,0,0
"43668",43668,272,32961,62,0.767053579,1,861,1,0,33,10.3,5.3,0,2,2,3,1,5,2,3,1,1,5,5,1,1,0,0
"17234",17234,99,40569,25,0.706434109,0.673488372,3481,0.972972973,0,0,12.3,4.7,0,2,2,3,1,2,3,2,1,1,5,5,1,1,0,0
"22507",22507,143,56463,87,0.798118583,0.98830658,8363,0.997530864,22,17216,15.3,8,0,2,2,3,2,4,4,3,2,2,5,5,1,1,0,0
"33064",33064,432,78091,100,0.831585876,0.992682762,17119,0.944318548,0,0,4.7,2.7,1,2,4,3,3,5,4,1,1,1,3,4,1,1,0,0
"44214",44214,59,57157,20,0.82962963,1,19522,1,20,5533,14,6,0,2,2,3,2,5,4,3,2,2,5,5,1,1,0,0
"15905",15905,148,78863,95,0.739366806,0.971512429,15838,0.900590854,0,0,11.7,4,0,2,4,3,1,4,4,1,1,1,5,5,1,1,0,0
"12448",12448,4,9541,6,0.633333333,0.887301587,23433,0.906134165,0,0,7.3,4,0,1,2,2,1,3,4,1,1,1,4,5,1,1,0,0
"20795",20795,7,9422,9,0.734259259,0.844259259,1728,0.807760141,1975,46381,3,3.3,0,2,2,3,1,2,2,1,5,5,2,4,1,2,0,1
"4866",4866,77,21886,27,0.756258235,0.97602108,1097,0.973333333,1,2149,8,4.3,0,2,2,3,1,4,2,2,1,1,5,5,1,1,0,0
"34875",34875,23,20770,19,0.731008149,0.701506726,21569,0.4360057,3482,125483,16.7,11.3,0,2,2,3,1,2,4,1,6,6,5,5,1,1,0,0
"16229",16229,13,24405,16,0.893890386,0.450404313,7569,0.666805594,1290,39177,2.3,1.3,0,2,2,3,3,2,3,1,4,5,2,2,2,2,1,1
"2166",2166,267,31989,57,0.693077693,0.997530864,3197,0.985507246,0,0,11,4.7,0,2,2,3,1,5,3,2,1,1,5,5,1,1,0,0
"43622",43622,30,28705,33,0.691278571,0.847668665,13744,0.529884243,2229,41537,9,6.3,0,2,2,3,1,2,4,1,5,5,5,5,1,1,0,0
"2213",2213,147,22167,31,0.802969349,1,4906,0.95952024,140,22233,5.7,2.3,1,2,2,3,2,5,3,2,3,3,4,3,1,1,0,0
"114",114,200,104027,41,0.808753384,0.864477453,7092,0.886904762,561,21560,2.7,1.7,0,2,5,3,2,2,3,1,3,3,2,2,2,2,1,1
"12197",12197,8,18788,10,0.610423117,0.756965944,661,0.306774842,1171,33334,1.3,1.3,0,2,2,3,1,2,2,1,4,4,2,2,1,1,0,0
"24741",24741,242,13314,28,0.783282236,1,20689,0.997026317,0,0,18.7,4,0,2,2,3,2,5,4,3,1,1,5,5,1,1,0,0
"41133",41133,6,14029,6,0.871428571,1,1533,0.933333333,1804,9623,1.3,1.3,0,2,2,2,3,5,2,1,5,2,2,2,1,1,0,0
"49879",49879,62,57286,31,0.672806496,0.983363042,5808,0.996336996,1065,93462,6.3,6.7,0,2,2,3,1,4,3,3,4,6,4,5,1,1,0,0
"3516",3516,56,20191,42,0.713148189,0.995525727,8762,0.995596437,0,0,12.7,6.7,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"10937",10937,15,9779,18,0.811447811,0.951515152,14604,0.943005969,1,5750,6.3,3,0,2,2,3,2,3,4,1,1,2,4,4,1,1,0,0
"26766",26766,10,15625,12,0.809193809,0.904351467,34150,0.522850789,0,0,1.3,1,0,2,2,3,2,3,4,1,1,1,2,2,1,1,0,0
"3026",3026,39,8029,9,0.54978355,0.956709957,6547,0.940937494,1737,15889,6.3,4.3,0,2,1,3,1,3,3,1,5,2,4,5,1,1,0,0
"38167",38167,0,129,0,1,1,550,0.5,3177,30843,1.3,2.3,0,1,1,1,3,5,2,1,6,4,2,3,1,1,0,0
"33291",33291,330,46141,71,0.739405984,0.960335871,306,1,0,0,1.7,1,1,2,2,3,1,3,2,3,1,1,2,2,1,1,0,0
"4695",4695,125,18743,22,0.776769548,0.969107624,1275,0.46011396,0,0,8.7,2.7,0,2,2,3,2,4,2,1,1,1,5,4,1,1,0,0
