"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","x1_p","x2_p","x3_p","x4_p","x5_p","x6_p","x7_p","x8_p","x9_p","x10_p","x11_p","pred.asli","pred.disk","pred.asli1","pred.disk1"
"16559",16559,52,63819,68,0.669218691,0.854289569,1061,1,1497,34480,3,2,0,2,4,3,1,2,2,3,4,4,2,3,2,2,1,1
"15785",15785,229,51676,170,0.707044638,0.94456695,7044,0.336571825,0,0,7.7,2.7,0,2,2,3,1,3,3,1,1,1,4,4,1,1,0,0
"45030",45030,24,14004,12,0.784188034,0.995726496,6933,0.700545276,0,60,5.7,2.7,0,2,2,3,2,5,3,1,1,1,4,4,1,1,0,0
"41904",41904,39,31708,26,0.73341089,0.818333898,6995,0.585982012,0,610,11.3,5.3,0,2,2,3,1,2,3,1,1,1,5,5,1,1,0,0
"22619",22619,51,78902,73,0.781058607,0.653704675,1189,0.955555556,6,22765,3,2.3,0,2,4,3,2,2,2,2,2,3,2,3,1,1,0,0
"43172",43172,270,62213,114,0.75055124,0.945286085,1347,0.9,14,13520,22,6.7,0,2,4,3,1,3,2,1,2,2,5,5,1,1,0,0
"26272",26272,51,8529,5,0.741666667,0.894444444,4697,0.903846154,404,19885,7,5.7,0,2,1,2,1,3,3,1,3,3,4,5,1,1,0,0
"33785",33785,23,31937,11,0.713689411,1,92,1,0,30,8.7,4.3,0,2,2,3,1,5,1,3,1,1,5,5,1,1,0,0
"43021",43021,34,19934,25,0.781161699,0.43614919,2087,0.484774958,0,127,1.3,1.3,0,2,2,3,2,2,2,1,1,1,2,2,1,1,0,0
"28005",28005,142,37464,57,0.737616311,0.973727422,3694,0.779220779,0,1420,8.3,2.7,0,2,2,3,1,4,3,1,1,1,5,4,1,1,0,0
"32963",32963,174,34432,68,0.725974625,0.988002371,15267,0.943263513,1,4033,5.7,2.7,0,2,2,3,1,4,4,1,1,2,4,4,1,1,0,0
"391",391,52,49145,59,0.748013076,0.920811771,342,1,0,0,1.7,1.7,0,2,2,3,1,3,2,3,1,1,2,2,1,1,0,0
"7611",7611,26,16558,11,0.840740741,0.681481482,4856,0.387470342,685,11158,4.7,4.3,0,2,2,3,3,2,3,1,3,2,3,5,1,1,0,0
"39233",39233,26,11352,5,0.587912088,0.984126984,12381,0.927033643,0,0,4.7,3,0,2,2,2,1,4,4,1,1,1,3,4,1,1,0,0
"32295",32295,4,3129,3,0.657738095,1,389,1,2048,19346,2.7,2,0,1,1,2,1,5,2,3,5,3,2,3,1,1,0,0
"11704",11704,12,26036,28,0.797101449,0.987625418,3047,1,5,9940,7.7,5,0,2,2,3,2,4,3,3,2,2,4,5,1,1,0,0
"108",108,206,71776,72,0.833863734,0.990905191,9600,0.998062016,0,60,8.7,8,0,2,4,3,3,4,4,3,1,1,5,5,1,1,0,0
"4641",4641,16,21486,16,0.77165855,0.964705087,2906,0.864221302,0,0,6,3.7,0,2,2,3,1,3,3,1,1,1,4,5,1,1,0,0
"2200",2200,21,9290,13,0.809011164,0.744683679,9879,0.805889515,2858,57438,3.3,2.7,0,2,1,3,2,2,4,1,5,5,2,4,1,2,0,1
"5076",5076,107,12686,11,0.472811448,0.947222222,2747,0.859990994,409,14088,5.3,3.3,1,2,2,3,1,3,3,1,3,2,3,4,1,1,0,0
"43405",43405,33,10420,9,0.643463404,0.945491623,28167,0.938122898,0,0,14.7,7.3,0,2,2,3,1,3,4,1,1,1,5,5,1,1,0,0
"19268",19268,2,6551,6,0.772261623,0.275413712,19494,0.452941485,0,0,7.7,2.3,0,1,1,2,1,2,4,1,1,1,4,3,1,1,0,0
"36119",36119,311,23921,59,0.781716144,0.994923951,4283,0.95246803,3690,29111,3.3,3,1,2,2,3,2,5,3,2,6,4,2,4,1,1,0,0
"33779",33779,152,52882,130,0.745484096,0.975512511,16214,0.87840895,0,0,9,6,0,2,2,3,1,4,4,1,1,1,5,5,1,1,0,0
"40430",40430,202,51465,32,0.879385101,0.862501642,2003,0.650980392,5108,190384,5.7,2.3,1,2,2,3,3,2,2,1,6,6,4,3,2,2,1,1
"46579",46579,71,20819,5,0.763888889,0.848169192,275,0.25,0,0,3,2.3,0,2,2,2,1,2,2,1,1,1,2,3,1,1,0,0
"28535",28535,63,32918,38,0.941830065,0.844850846,1878,0.593850261,4359,23473,1.7,1,1,2,2,3,3,2,2,1,6,3,2,2,2,2,1,1
"6675",6675,34,14210,34,0.730885817,0.986676907,8114,0.967753892,0,0,1.7,1,0,2,2,3,1,4,4,2,1,1,2,2,1,1,0,0
"38751",38751,273,31032,190,0.801057506,0.998959958,12363,0.982963778,0,0,13,10.3,0,2,2,3,2,5,4,2,1,1,5,5,1,1,0,0
"20049",20049,1,3276,2,0.759259259,0,3003,0,4944,35286,2.7,1.3,1,1,1,2,1,1,3,1,6,4,2,2,1,1,0,0
"10538",10538,78,14696,35,0.732877651,1,8317,0.847424223,0,0,4.7,2.7,0,2,2,3,1,5,4,1,1,1,3,4,1,1,0,0
"25890",25890,12,18817,9,0.841046582,0.907121732,3589,0.414284873,2,4303,1.7,1.3,0,2,2,3,3,3,3,1,2,2,2,2,1,1,0,0
"6179",6179,603,35943,82,0.745533765,0.995379655,5939,0.944359152,0,0,15,1,0,2,2,3,1,5,3,1,1,1,5,2,1,1,0,0
"19424",19424,5,3728,6,0.598214286,0.875,2781,0.886092828,19903,114757,5.3,2,1,2,1,2,1,2,3,1,6,6,3,3,1,1,0,0
"8065",8065,646,74582,330,0.825229905,0.987599317,1550,0.212181264,0,0,16.7,5.7,0,2,4,3,2,4,2,1,1,1,5,5,1,1,0,0
"46864",46864,105,30832,94,0.772138754,0.995258981,12280,0.939737163,0,20,7.7,5.7,0,2,2,3,1,5,4,1,1,1,4,5,1,1,0,0
"14714",14714,156,38716,82,0.770422102,0.994340378,4597,1,2943,55984,6.3,4.7,1,2,2,3,1,5,3,3,5,5,4,5,1,1,0,0
"47956",47956,4,8697,5,0.732026144,0.619281046,2464,0.804159609,9725,105537,3.7,2,1,1,1,2,1,2,3,1,6,6,3,3,1,1,0,0
"31306",31306,4,3378,4,0.669472503,1,379,0.833333333,402,32481,1.3,0.7,0,1,1,2,1,5,2,1,3,4,2,2,1,1,0,0
"39688",39688,6,18977,7,0.833333333,0.827160494,464,0.966666667,0,0,0.7,0.7,1,2,2,2,3,2,2,2,1,1,2,2,1,1,0,0
"4149",4149,14,31344,20,0.752023477,0.990539453,3067,0.638681248,0,0,10.3,4.3,0,2,2,3,1,4,3,1,1,1,5,5,1,1,0,0
"17460",17460,61,47072,48,0.780359871,0.533565451,12642,0.518012126,40,8361,13.3,6.7,0,2,2,3,2,2,4,1,2,2,5,5,1,1,0,0
"35620",35620,25,33724,15,0.710569527,0.660977156,375,1,2397,37819,3,2.3,1,2,2,3,1,2,2,3,5,4,2,3,2,2,1,1
"45883",45883,83,50756,96,0.890481524,0.527322805,11203,0.533986468,5891,196762,13.3,9,1,2,2,3,3,2,4,1,6,6,5,5,1,1,0,0
"33132",33132,290,63501,92,0.835301118,0.999061033,37800,0.994934334,21,8831,17.3,9,0,2,4,3,3,5,4,3,2,2,5,5,1,1,0,0
"22933",22933,80,10775,27,0.753228121,0.996732026,3631,0.947335423,0,16667,2.7,2,0,2,2,3,1,5,3,2,1,2,2,3,1,1,0,0
"46382",46382,189,32858,38,0.824746726,0.980193662,12775,0.680773305,406,11809,4,1.7,0,2,2,3,2,4,4,1,3,2,3,2,1,1,0,0
"40501",40501,0,1683,0,0,0,246,0.875,621,23373,0.7,0.3,0,1,1,1,1,1,2,1,3,3,2,2,1,1,0,0
"37486",37486,93,8701,11,0.699603175,0.971031746,3942,0.773328625,1218,33334,6,4.3,0,2,1,3,1,4,3,1,4,4,4,5,1,1,0,0
"19221",19221,41,39494,29,0.620079656,0.789791558,1503,0.707936508,840,91277,0,0,0,2,2,3,1,2,2,1,3,6,1,1,2,2,1,1
"35087",35087,123,20882,25,0.778714104,1,13767,0.952326,0,0,13.3,8.3,0,2,2,3,2,5,4,2,1,1,5,5,1,1,0,0
"9698",9698,49,6495,10,0.796942915,1,11738,0.986411736,7,10019,7.3,4.3,1,2,1,3,2,5,4,2,2,2,4,5,1,1,0,0
"42554",42554,15,20120,17,0.71850589,0.926314374,11378,0.977679322,10966,136769,6.7,3.3,1,2,2,3,1,3,4,2,6,6,4,4,1,1,0,0
"10021",10021,18,27441,25,0.719913548,0.735288339,3825,0.641442652,0,0,5,2.7,0,2,2,3,1,2,3,1,1,1,3,4,1,1,0,0
"46120",46120,6,30863,14,0.790624925,0.395892734,34547,0.049455695,0,770,10.7,8,0,2,2,3,2,2,4,1,1,1,5,5,1,1,0,0
"42721",42721,28,1928,4,0.694444444,1,6375,1,251,17008,7,3.7,0,2,1,2,1,5,3,3,3,2,4,5,1,1,0,0
"44770",44770,3,7854,5,0.781578947,0.964912281,14464,0.656798683,0,220,1.7,1,0,1,1,2,2,3,4,1,1,1,2,2,1,1,0,0
"3902",3902,139,16654,15,0.812184216,1,186,0.205555556,0,0,3.3,2,0,2,2,3,2,5,2,1,1,1,2,3,1,1,0,0
"19333",19333,2,6041,6,0.863650794,0.836984127,11439,0.669574632,0,5838,2,1.7,0,1,1,2,3,2,4,1,1,2,2,2,1,1,0,0
"31901",31901,83,47507,114,0.840438486,0.947829926,2231,0.881291173,2567,29778,2.3,1.7,0,2,2,3,3,3,3,1,5,4,2,2,2,2,1,1
"39734",39734,75,43767,42,0.61791183,0.723686661,57998,0.563768215,0,0,7,3,1,2,2,3,1,2,4,1,1,1,4,4,1,1,0,0
"48019",48019,91,41143,37,0.692398516,0.996078431,1381,1,0,0,8.3,2.3,0,2,2,3,1,5,2,3,1,1,5,3,1,1,0,0
"22348",22348,71,29838,32,0.783866142,0.915446298,2589,0.909335486,0,0,5.3,2.3,0,2,2,3,2,3,3,1,1,1,3,3,1,1,0,0
"24445",24445,47,43021,35,0.753688139,0.991327868,29097,1,133,25330,15.3,10.7,0,2,2,3,1,4,4,3,3,3,5,5,1,1,0,0
"43123",43123,0,0,0,0,0,0,0,3762,86113,5.3,3.7,1,1,1,1,1,1,1,1,6,6,3,5,1,1,0,0
"25396",25396,163,49880,123,0.736187123,0.965579023,4153,0.90908422,0,0,7.7,4,0,2,2,3,1,3,3,1,1,1,4,5,1,1,0,0
"23276",23276,29,4788,6,0.865079365,1,7850,0.769354141,0,0,2.7,1.3,0,2,1,2,3,5,4,1,1,1,2,2,1,1,0,0
"23597",23597,335,176213,72,0.79931025,0.909608078,18183,0.823084678,0,0,8.3,5,0,2,5,3,2,3,4,1,1,1,5,5,1,1,0,0
"7094",7094,11,19314,13,0.779562543,0.965747703,2422,0.990740741,0,1169,7,4,0,2,2,3,2,3,3,2,1,1,4,5,1,1,0,0
"1516",1516,109,25897,21,0.727529659,0.847530317,8317,0.594577541,0,69,8.3,3,0,2,2,3,1,2,4,1,1,1,5,4,1,1,0,0
"34819",34819,4,4066,3,0.67989418,1,1722,0.377036288,1635,35738,0.7,0.7,0,1,1,2,1,5,2,1,4,4,2,2,1,1,0,0
"17930",17930,30,9110,8,0.643292683,0.942073171,5767,0.879454113,577,33310,4,3,0,2,1,3,1,3,3,1,3,4,3,4,1,1,0,0
"19564",19564,32,25502,24,0.734131054,0.976538462,3539,0.592720307,0,0,7.3,4.7,0,2,2,3,1,4,3,1,1,1,4,5,1,1,0,0
"36222",36222,31,5024,15,0.53042328,1,1936,0.805433366,160,16418,2,1,0,2,1,3,1,5,2,1,3,2,2,2,1,1,0,0
"26147",26147,38,60654,24,0.70320911,0.930809046,13711,0.982999262,0,0,8.7,5,0,2,4,3,1,3,4,2,1,1,5,5,1,1,0,0
"11395",11395,44,22981,33,0.824897725,0.977777778,1314,1,0,0,3.3,2,0,2,2,3,2,4,2,3,1,1,2,3,1,1,0,0
"37918",37918,3,5955,9,0.640500517,0.855728882,154,1,13516,168422,4,2.7,0,1,1,3,1,2,2,3,6,6,3,4,1,1,0,0
"17159",17159,348,13848,38,0.769921437,0.87654321,4711,0.677083333,0,11,6,3,0,2,2,3,1,2,3,1,1,1,4,4,1,1,0,0
"41368",41368,210,24525,34,0.650785602,1,4139,0.871380471,2,220,7.7,3.3,0,2,2,3,1,5,3,1,2,1,4,4,1,1,0,0
"3428",3428,60,11228,65,0.744129488,0.991973983,14000,0.995670996,0,982,9.3,8.3,0,2,2,3,1,4,4,3,1,1,5,5,1,1,0,0
"12791",12791,34,15807,21,0.745819398,1,10622,1,0,248,10.7,3.7,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"36982",36982,105,16894,18,0.742247254,0.992907801,9664,0.913121728,232,12939,4.7,3.7,0,2,2,3,1,5,4,1,3,2,3,5,1,1,0,0
"48758",48758,0,293,1,0.5,0.75,17639,0.942428033,0,616,6.3,2.7,1,1,1,2,1,2,4,1,1,1,4,4,1,1,0,0
"13757",13757,102,61584,86,0.844407539,0.628740627,278,0.634920635,0,0,1.7,1.3,0,2,4,3,3,2,2,1,1,1,2,2,1,1,0,0
"6337",6337,5,12002,8,0.60978836,1,14892,0.955075577,0,0,8.7,5.3,0,2,2,3,1,5,4,2,1,1,5,5,1,1,0,0
"24386",24386,6,9012,6,0.428682429,0.767954268,13331,0.689282632,897,22251,8,4,0,2,1,2,1,2,4,1,4,3,5,5,1,1,0,0
"25882",25882,4,9578,5,0.517857143,0.781655844,1978,0.772054335,801,54126,2,1,0,1,2,2,1,2,2,1,3,5,2,2,1,1,0,0
"18762",18762,69,25321,31,0.566860191,1,3478,1,0,1931,5,3.3,0,2,2,3,1,5,3,3,1,1,3,4,1,1,0,0
"8011",8011,133,32268,54,0.745432099,1,6786,0.860725302,11,3966,14.3,5.7,0,2,2,3,1,5,3,1,2,2,5,5,1,1,0,0
"49721",49721,25,10417,13,0.614581137,0.966099164,2300,0.984126984,0,0,2.7,2,0,2,2,3,1,3,3,2,1,1,2,3,1,1,0,0
"36608",36608,31,29093,27,0.770827779,0.891214869,3472,0.715311923,623,11869,3,2,1,2,2,3,1,3,3,1,3,2,2,3,1,1,0,0
"42275",42275,577,24079,60,0.676234977,1,3692,1,0,0,5,2.3,0,2,2,3,1,5,3,3,1,1,3,3,1,1,0,0
"47076",47076,407,73781,318,0.802657419,0.99708135,8203,0.842476485,0,0,24.3,9,0,2,4,3,2,5,4,1,1,1,5,5,1,1,0,0
"39245",39245,10,24959,17,0.774491736,0.984496124,1533,0.852287582,0,0,3.7,2.7,0,2,2,3,1,4,2,1,1,1,3,4,1,1,0,0
"561",561,0,712,0,1,1,0,0,733,54526,2.3,1,1,1,1,1,3,5,1,1,3,5,2,2,1,1,0,0
"29840",29840,17,22202,17,0.734974748,0.590441919,2381,0.654320988,0,0,1.3,1,1,2,2,3,1,2,3,1,1,1,2,2,1,1,0,0
"6201",6201,8,2952,2,0.738095238,0.904761905,1222,0.62345679,3243,64715,3,2.3,0,2,1,2,1,3,2,1,6,5,2,3,1,2,0,1
"27129",27129,79,43122,21,0.937254902,0.613071895,1289,0.286507937,0,0,1.7,1,0,2,2,3,3,2,2,1,1,1,2,2,1,1,0,0
"38880",38880,48,20940,9,0.640564773,0.866013072,5578,0.712463324,4,4675,6.7,5.3,0,2,2,3,1,2,3,1,2,2,4,5,1,1,0,0
"13732",13732,522,35298,74,0.764392966,0.995540231,7161,0.675076304,0,0,13,8,0,2,2,3,1,5,3,1,1,1,5,5,1,1,0,0
"15571",15571,0,331,1,0.25,0.75,1763,0.688888889,307,21228,2.7,2,0,1,1,2,1,2,2,1,3,3,2,3,1,1,0,0
"44490",44490,14,4833,7,0.92952381,1,4610,0.992063492,236,22960,6,4.3,0,2,1,2,3,5,3,2,3,3,4,5,1,1,0,0
"28628",28628,12,14405,8,0.804761905,0.831746032,1156,0.682539683,1968,44766,3,1,1,2,2,3,2,2,2,1,5,5,2,2,1,2,0,1
"19495",19495,235,18210,74,0.792602276,0.833045677,3814,0.592876344,277,15528,7.3,3.3,0,2,2,3,2,2,3,1,3,2,4,4,1,1,0,0
"15759",15759,0,500,1,0.333333333,0.833333333,592,0.75,1436,28119,0.7,0.3,1,1,1,2,1,2,2,1,4,3,2,2,1,1,0,0
"24569",24569,12,11246,8,0.864126984,0.675238095,1825,0.8015992,2,4489,2,1.7,0,2,2,3,3,2,2,1,2,2,2,2,1,1,0,0
"30956",30956,182,32048,48,0.656700477,1,6892,0.784292929,0,803,6,2.3,0,2,2,3,1,5,3,1,1,1,4,3,1,1,0,0
"47458",47458,13,11728,18,0.788981091,0.500095129,233,0.625,1285,35081,4,3,1,2,2,3,2,2,2,1,4,4,3,4,1,1,0,0
"5319",5319,139,67487,63,0.721318136,0.956362362,3241,0.936502177,944,25962,6.7,4.3,1,2,4,3,1,3,3,1,4,3,4,5,1,1,0,0
"17120",17120,17,6845,9,0.900784314,1,9137,0.947422804,0,2417,7,4.3,0,2,1,3,3,5,4,2,1,1,4,5,1,1,0,0
"37778",37778,177,21873,22,0.69594723,1,12467,0.998563218,981,42828,6.3,5,0,2,2,3,1,5,4,3,4,5,4,5,1,1,0,0
"41281",41281,546,36000,218,0.725590384,0.998116761,7772,0.974633124,0,722,14,8,0,2,2,3,1,5,4,2,1,1,5,5,1,1,0,0
"34965",34965,63,50723,40,0.805010485,0.801636439,7489,0.823035755,87,24820,3.7,2.3,1,2,2,3,2,2,3,1,2,3,3,3,1,1,0,0
"43010",43010,657,63498,125,0.760324756,0.984123018,8594,0.892164882,472,49469,24.3,14.3,0,2,4,3,1,4,4,1,3,5,5,5,1,1,0,0
"49656",49656,11,15561,24,0.743271222,0.879848171,13058,0.750344187,0,0,7.3,2.3,0,2,2,3,1,3,4,1,1,1,4,3,1,1,0,0
"41570",41570,462,11057,61,0.814274879,1,9675,0.986156889,2927,49996,9,6,0,2,2,3,2,5,4,2,5,5,5,5,1,1,0,0
"11821",11821,94,10026,10,0.501178451,1,1378,1,443,16983,5,2,0,2,2,3,1,5,2,3,3,2,3,3,1,1,0,0
"25937",25937,496,27359,38,0.667859721,0.986435354,4994,0.948717949,0,20,3.7,3.3,1,2,2,3,1,4,3,2,1,1,3,4,1,1,0,0
"42611",42611,18,14020,16,0.701388889,1,819,0.634199134,389,13380,3,2.3,0,2,2,3,1,5,2,1,3,2,2,3,1,1,0,0
"21296",21296,25,8023,4,0.644736842,1,7167,0.998137803,0,4795,9.3,2,0,2,1,2,1,5,3,3,1,2,5,3,1,1,0,0
"39962",39962,95,30599,15,0.758342624,0.790647839,2658,0.433455434,295,15498,5,3.3,0,2,2,3,1,2,3,1,3,2,3,4,1,1,0,0
"32108",32108,40,66467,34,0.814836829,1,9069,0.988888889,0,0,11.7,7.7,0,2,4,3,2,5,4,2,1,1,5,5,1,1,0,0
"42293",42293,27,34726,29,0.768230599,0.801422125,2686,0.336560465,2,5551,5.3,3,0,2,2,3,1,2,3,1,2,2,3,4,1,1,0,0
"43872",43872,88,43205,75,0.738437663,0.991236858,16343,0.940323713,0,0,9.3,6,0,2,2,3,1,4,4,1,1,1,5,5,1,1,0,0
"37013",37013,111,39668,41,0.880153252,1,4889,1,20,12951,12,9.7,0,2,2,3,3,5,3,3,2,2,5,5,1,1,0,0
"18266",18266,658,90156,81,0.731625043,0.996688742,21844,0.98559694,3764,108278,14.3,4.7,0,2,4,3,1,5,4,2,6,6,5,5,1,1,0,0
"19883",19883,4,18268,23,0.692110959,0.797898155,24381,0.388124955,0,0,10.3,3.7,0,1,2,3,1,2,4,1,1,1,5,5,1,1,0,0
"183",183,154,56684,42,0.810083306,0.996794872,569,0.141693365,11,7466,9.3,6.7,0,2,2,3,2,5,2,1,2,2,5,5,1,1,0,0
"20790",20790,365,100835,102,0.82773671,1,2556,0.300355957,1926,93800,14.3,6,1,2,5,3,2,5,3,1,5,6,5,5,1,1,0,0
"38870",38870,16,19363,16,0.753472222,0.866319444,24431,0.664204293,121,14228,9,4.7,0,2,2,3,1,2,4,1,3,2,5,5,1,1,0,0
"8289",8289,151,176097,39,0.71854939,0.579436903,26628,0.75993704,0,0,21,6.3,0,2,5,3,1,2,4,1,1,1,5,5,1,1,0,0
"22152",22152,80,28266,64,0.767743081,1,3414,0.936425103,0,0,2.3,2,0,2,2,3,1,5,3,1,1,1,2,3,1,1,0,0
"16658",16658,79,62385,30,0.804152713,0.793664754,7006,0.588558483,426,15058,4.3,3,1,2,4,3,2,2,3,1,3,2,3,4,1,1,0,0
"269",269,38,46641,35,0.709558798,0.640121821,3214,0.698966088,0,0,1.7,1.3,0,2,2,3,1,2,3,1,1,1,2,2,1,1,0,0
"27560",27560,13,7809,6,0.716269841,0.789087302,1631,0.372390572,2832,35913,4.3,3,0,2,1,2,1,2,2,1,5,4,3,4,1,1,0,0
"24350",24350,116,93972,56,0.870208131,0.88030581,3306,0.537968976,866,39667,12,5.7,1,2,5,3,3,3,3,1,3,5,5,5,1,1,0,0
"13236",13236,216,34250,129,0.809032556,0.834916692,4322,0.765068991,1425,30605,2,1.3,0,2,2,3,2,2,3,1,4,4,2,2,2,2,1,1
"1331",1331,145,10931,29,0.828307038,0.99659864,10014,0.992575386,292,20279,9,5.3,0,2,2,3,2,5,4,2,3,3,5,5,1,1,0,0
"14941",14941,13,18431,14,0.673432753,0.77354322,12253,0.402283065,0,0,9,2.3,0,2,2,3,1,2,4,1,1,1,5,3,1,1,0,0
"33916",33916,306,27090,80,0.791587161,0.985400521,5689,0.748795649,0,758,3.7,1.7,1,2,2,3,2,4,3,1,1,1,3,2,1,1,0,0
"17263",17263,89,43162,119,0.847401508,0.997204752,6953,0.938151461,0,0,9.7,4.7,0,2,2,3,3,5,3,1,1,1,5,5,1,1,0,0
"2062",2062,65,31161,39,0.766201955,0.996376812,11706,1,0,36,13.7,5,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"12267",12267,11,28194,7,0.739236999,0.767369992,917,0.900178253,635,39534,1.7,2,0,2,2,2,1,2,2,1,3,5,2,3,1,2,0,1
"4627",4627,520,141661,84,0.775956132,0.991800118,4092,0.995350094,0,56667,6.3,5,1,2,5,3,2,4,3,3,1,5,4,5,1,1,0,0
"18625",18625,226,40157,82,0.804231116,0.995541563,2869,0.520547945,0,0,5,3,1,2,2,3,2,5,3,1,1,1,3,4,1,1,0,0
"14440",14440,186,37128,12,0.558333333,0.990740741,439,0.554276094,1676,58249,5.7,3,1,2,2,3,1,4,2,1,5,5,4,4,1,1,0,0
"3564",3564,584,96754,166,0.696759025,0.979374877,17711,0.982750573,0,117,4,2,0,2,5,3,1,4,4,2,1,1,3,3,1,1,0,0
"37620",37620,13,11497,11,0.655184247,0.975609756,11383,0.922129645,1330,18793,4.7,2.3,1,2,2,3,1,4,4,1,4,3,3,3,1,1,0,0
"15291",15291,161,29701,23,0.783067089,0.975487158,3594,0.807602339,0,140,8.7,4.7,0,2,2,3,2,4,3,1,1,1,5,5,1,1,0,0
"34385",34385,247,15230,25,0.755870177,0.992010267,1919,0.879706534,0,312,7,1.7,0,2,2,3,1,4,2,1,1,1,4,2,1,1,0,0
"27313",27313,22,10755,12,0.804203664,1,3219,0.966608004,169,13749,2.3,2,0,2,2,3,2,5,3,2,3,2,2,3,1,1,0,0
"2848",2848,96,29993,54,0.795577131,0.987780382,1892,0.904545455,0,0,16,9.3,0,2,2,3,2,4,2,1,1,1,5,5,1,1,0,0
"4703",4703,369,31734,58,0.66112786,0.992046093,18572,0.753553228,0,20,7.7,4.7,0,2,2,3,1,4,4,1,1,1,4,5,1,1,0,0
"30225",30225,202,21276,192,0.883072089,0.973921228,1522,0.675714286,0,120,4,3,0,2,2,3,3,4,2,1,1,1,3,4,1,1,0,0
"27303",27303,50,37099,62,0.758775951,0.996767326,12061,1,0,0,9.3,3.7,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"28080",28080,40,38659,9,0.748412698,0.944444444,6928,0.905958781,237,19167,3.7,1.7,1,2,2,3,1,3,3,1,3,3,3,2,1,1,0,0
"6345",6345,16,12776,21,0.808531425,0.799546877,3650,0.987034451,907,14608,4.3,2.7,1,2,2,3,2,2,3,2,4,2,3,4,1,1,0,0
"38486",38486,0,297,1,0.666666667,0.833333333,3184,0.414559933,2763,31180,8,5.3,0,1,1,2,1,2,3,1,5,4,5,5,1,1,0,0
"3786",3786,272,53629,174,0.753513389,0.902800441,10397,0.86359148,0,0,9,5.3,0,2,2,3,1,3,4,1,1,1,5,5,1,1,0,0
"8803",8803,262,38094,60,0.775733011,0.912826823,7325,0.649825412,0,1860,7.7,3.7,0,2,2,3,2,3,3,1,1,1,4,5,1,1,0,0
"33497",33497,11,12641,11,0.805534733,0.894021739,5567,0.898774766,10225,79497,6.3,2.7,1,2,2,3,2,3,3,1,6,6,4,4,1,2,0,1
"22642",22642,0,474,1,0.555555556,1,11898,0.999311481,27,4798,7,3.7,0,1,1,2,1,5,4,3,2,2,4,5,1,1,0,0
"3065",3065,242,23567,56,0.761841168,1,10608,1,0,40,13,7.7,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"29811",29811,2,2655,1,1,0.75,244,1,3680,28018,1.3,0.7,0,1,1,2,3,2,2,3,6,3,2,2,1,1,0,0
"24097",24097,519,78171,232,0.78247424,0.999072786,10089,0.989062107,0,28,22.7,9,1,2,4,3,2,5,4,2,1,1,5,5,1,1,0,0
"6892",6892,37,37665,47,0.796065313,0.956160844,6081,0.936958875,0,0,6.3,4,0,2,2,3,2,3,3,1,1,1,4,5,1,1,0,0
"47540",47540,26,12752,6,0.726495727,0.664957265,1854,0.394736842,303,70485,4.3,2.7,0,2,2,2,1,2,2,1,3,6,3,4,1,1,0,0
"5453",5453,29,27608,25,0.766887279,0.988003663,7842,0.651774043,0,0,5.3,3,0,2,2,3,1,4,4,1,1,1,3,4,1,1,0,0
"49498",49498,7,3733,5,0.598765432,0.972222222,3869,0.947226557,547,35131,2.3,1.7,0,2,1,2,1,4,3,2,3,4,2,2,1,1,0,0
"14640",14640,48,14749,10,0.706417625,0.90756705,8981,0.941275939,0,0,5,2.7,0,2,2,3,1,3,4,1,1,1,3,4,1,1,0,0
"7744",7744,27,34172,28,0.67555523,1,8203,1,23,10044,14,2.3,0,2,2,3,1,5,4,3,2,2,5,3,1,1,0,0
"30717",30717,97,21862,23,0.84997992,0.875220884,9344,0.845228319,28,4181,3.7,2.7,0,2,2,3,3,2,4,1,2,2,3,4,1,1,0,0
"24691",24691,147,68290,60,0.774558861,0.732542162,8811,0.823103282,118,10599,15.7,5.3,1,2,4,3,1,2,4,1,3,2,5,5,1,1,0,0
"47725",47725,59,16678,32,0.628996331,1,10239,0.997792495,0,0,7.3,2.3,0,2,2,3,1,5,4,3,1,1,4,3,1,1,0,0
"10762",10762,13,17570,10,0.606482114,0.457655836,3636,0.749260935,7169,111098,5,3,1,2,2,3,1,2,3,1,6,6,3,4,1,2,0,1
"32726",32726,22,18069,18,0.798225309,0.969521605,250,1,0,2487,4,3,0,2,2,3,2,4,2,3,1,1,3,4,1,1,0,0
"7220",7220,336,37842,198,0.717349639,1,2496,0.849398221,0,0,11,4.7,0,2,2,3,1,5,3,1,1,1,5,5,1,1,0,0
"1978",1978,68,29265,58,0.769804531,0.709554317,2467,0.66989899,0,3428,5.3,3.7,0,2,2,3,1,2,3,1,1,1,3,5,1,1,0,0
"23084",23084,192,11951,16,0.412834592,0.82452528,20158,0.745174348,0,677,10.7,1,0,2,2,3,1,2,4,1,1,1,5,2,1,1,0,0
"2563",2563,53,42400,44,0.726944754,0.947035855,5025,0.563023782,0,0,8,4,0,2,2,3,1,3,3,1,1,1,5,5,1,1,0,0
"23937",23937,144,49199,57,0.668372368,0.994215661,13281,0.92638822,0,0,15.7,11.3,0,2,2,3,1,5,4,1,1,1,5,5,1,1,0,0
